nl,code
_urllib_error_moved_attributes is a list with 3 elements: result of the call to the function MovedAttribute with 3 arguments:,"_urllib_error_moved_attributes = [ MovedAttribute ( ""URLError"" , ""urllib2"" , ""urllib.error"" ) , MovedAttribute ( ""HTTPError"" , ""urllib2"" , ""urllib.error"" ) , MovedAttribute ( ""ContentTooShortError"" , ""urllib"" , ""urllib.error"" ) , ]"
"strings ""URLError"", ""urllib2"", ""urllib.error"", result of the call to the function MovedAttribute with 3 arguments: strings ""HTTPError"", ""urllib2"", ""urllib.error"" and result of the call to the function MovedAttribute with 3 arguments: strings ""ContentTooShortError"", ""urllib"", ""urllib.error"". for every attr in _urllib_error_moved_attributes,",for attr in _urllib_error_moved_attributes :
set attr.name attribute of the Module_six_moves_urllib_error object to attr.,"setattr ( Module_six_moves_urllib_error , attr . name , attr )"
delete attr.,del attr
substitute _urllib_error_moved_attributes for Module_six_moves_urllib_error._moved_attributes.,Module_six_moves_urllib_error . _moved_attributes = _urllib_error_moved_attributes
"call the method Module_six_moves_urllib_request with an argument: string "".moves.urllib.error"" appended to __name__,","sys . modules [ __name__ + "".moves.urllib_error"" ] = sys . modules [ __name__ + "".moves.urllib.error"" ] = Module_six_moves_urllib_error ( __name__ + "".moves.urllib.error"" )"
"assign the result to the value under the string "".moves.urllib_error"" appended to __name__ key of the sys.modules dictionary, and to the value under the string "".moves.urllib.error"" appended to __name__ key of the sys.modules dictionary. derive class Module_six_moves_urllib_request from the _LazyModule base class.",class Module_six_moves_urllib_request ( _LazyModule ) :
"_urllib_request_moved_attributes is an list with 33 elements, all of them are the results of the call to the function MovedAttribute with 3 different string arguments.","_urllib_request_moved_attributes = [ MovedAttribute ( ""urlopen"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""install_opener"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""build_opener"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""pathname2url"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""url2pathname"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""getproxies"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""Request"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""OpenerDirector"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPDefaultErrorHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPRedirectHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPCookieProcessor"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""ProxyHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""BaseHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPPasswordMgr"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPPasswordMgrWithDefaultRealm"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""AbstractBasicAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPBasicAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""ProxyBasicAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""AbstractDigestAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPDigestAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""ProxyDigestAuthHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPSHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""FileHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""FTPHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""CacheFTPHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""UnknownHandler"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""HTTPErrorProcessor"" , ""urllib2"" , ""urllib.request"" ) , MovedAttribute ( ""urlretrieve"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""urlcleanup"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""URLopener"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""FancyURLopener"" , ""urllib"" , ""urllib.request"" ) , MovedAttribute ( ""proxy_bypass"" , ""urllib"" , ""urllib.request"" ) , ]"
"for every attr in _urllib_request_moved_attributes,",for attr in _urllib_request_moved_attributes :
set attr.name attribute of the Module_six_moves_urllib_request object to attr.,"setattr ( Module_six_moves_urllib_request , attr . name , attr )"
delete attr.,del attr
substitute _urllib_request_moved_attributes for Module_six_moves_urllib_request._moved_attributes.,Module_six_moves_urllib_request . _moved_attributes = _urllib_request_moved_attributes
"call the method Module_six_moves_urllib_request with an argument: string "".moves.urllib.request"" appended to __name__,","sys . modules [ __name__ + "".moves.urllib_request"" ] = sys . modules [ __name__ + "".moves.urllib.request"" ] = Module_six_moves_urllib_request ( __name__ + "".moves.urllib.request"" )"
"assign the result to the value under the string "".moves.urllib_request"" appended to __name__ key of the sys.modules dictionary, and to the value under the string "".moves.urllib.request"" appended to __name__ key of the sys.modules dictionary. derive class Module_six_moves_urllib_response from the _LazyModule base class.",class Module_six_moves_urllib_response ( _LazyModule ) :
"_urllib_response_moved_attributes is a list with 4 elements: result of the function MovedAttribute, called with 3 arguments:","_urllib_response_moved_attributes = [ MovedAttribute ( ""addbase"" , ""urllib"" , ""urllib.response"" ) , MovedAttribute ( ""addclosehook"" , ""urllib"" , ""urllib.response"" ) , MovedAttribute ( ""addinfo"" , ""urllib"" , ""urllib.response"" ) , MovedAttribute ( ""addinfourl"" , ""urllib"" , ""urllib.response"" ) , ]"
"strings ""addbase"", ""urllib"" and ""urllib.response"", result of the function MovedAttribute, called with 3 arguments: strings ""addclosehook"", ""urllib"", ""urllib.response"", result of the function MovedAttribute, called with 3 arguments: strings ""addinfo"", ""urllib"", ""urllib.response"" and result of the function MovedAttribute, called with 3 arguments: strings ""addinfourl"", ""urllib"", ""urllib.response"". for every attr in _urllib_response_moved_attributes,",for attr in _urllib_response_moved_attributes :
set attr.name attribute of Module_six_moves_urllib_response object to attr.,"setattr ( Module_six_moves_urllib_response , attr . name , attr )"
delete attr.,del attr
substitute _urllib_response_moved_attributes for Module_six_moves_urllib_response._moved_attributes.,Module_six_moves_urllib_response . _moved_attributes = _urllib_response_moved_attributes
"instantiate class Module_six_moves_urllib_response with an argument, string "".moves.urllib.response"" appended to __name__,","sys . modules [ __name__ + "".moves.urllib_response"" ] = sys . modules [ __name__ + "".moves.urllib.response"" ] = Module_six_moves_urllib_response ( __name__ + "".moves.urllib.response"" )"
"assign it to value under the string "".moves.urllib_response"" appended to __name__ key of the sys.modules dictionary, and to value under the string "".moves.urllib.response"" appended to __name__ key of the sys.modules dictionary. derive class Module_six_moves_urllib_robotparser from the _LazyModule base class.",class Module_six_moves_urllib_robotparser ( _LazyModule ) :
"_urllib_robotparser_moved_attributes is a list containing an instance of MovedAttribute class, created with 3 argument: strings,","_urllib_robotparser_moved_attributes = [ MovedAttribute ( ""RobotFileParser"" , ""robotparser"" , ""urllib.robotparser"" ) , ]"
"""RobotFileParser"", ""robotparser"", ""urllib.robotparser"". for every attr in _urllib_robotparser_moved_attributes,",for attr in _urllib_robotparser_moved_attributes :
set attr.name attribute of Module_six_moves_urllib_robotparser object to attr.,"setattr ( Module_six_moves_urllib_robotparser , attr . name , attr )"
delete attr.,del attr
substitute _urllib_robotparser_moved_attributes for Module_six_moves_urllib_robotparser._moved_attributes.,Module_six_moves_urllib_robotparser . _moved_attributes = _urllib_robotparser_moved_attributes
"instantiate class Module_six_moves_urllib_robotparser with an argument, string "".moves.urllib.robotparser"" appended to __name__,","sys . modules [ __name__ + "".moves.urllib_robotparser"" ] = sys . modules [ __name__ + "".moves.urllib.robotparser"" ] = Module_six_moves_urllib_robotparser ( __name__ + "".moves.urllib.robotparser"" )"
"assign it to value under the string "".moves.urllib_robotparser"" appended to __name__ key of the sys.modules dictionary, and to value under the string "".moves.urllib.robotparser"" appended to __name__ key of the sys.modules dictionary. derive class Module_six_moves_urllib from the types.ModuleType base class.",class Module_six_moves_urllib ( types . ModuleType ) :
"append string "".moves.urllib_parse"" to __name__, use it as an key to get the value from the sys.modules dictionary, substitute it for parse.","parse = sys . modules [ __name__ + "".moves.urllib_parse"" ]"
"append string "".moves.urllib_error"" to __name__, use it as an key to get the value from the sys.modules dictionary, substitute it for error.","error = sys . modules [ __name__ + "".moves.urllib_error"" ]"
"append string "".moves.urllib_request"" to __name__, use it as an key to get the value from the sys.modules dictionary, substitute it for request.","request = sys . modules [ __name__ + "".moves.urllib_request"" ]"
"append string "".moves.urllib_response"" to __name__, use it as an key to get the value from the sys.modules dictionary, substitute it for response.","response = sys . modules [ __name__ + "".moves.urllib_response"" ]"
"append string "".moves.urllib_robotparser"" to __name__, use it as an key to get the value from the sys.modules dictionary, substitute it for robotparser.","robotparser = sys . modules [ __name__ + "".moves.urllib_robotparser"" ]"
define the method __dir__ with an argument self.,def __dir__ ( self ) :
"return a list with 5 elements: strings 'parse', 'error', 'request', 'response' and 'robotparser'.","return [ 'parse' , 'error' , 'request' , 'response' , 'robotparser' ]"
"instantiate class Module_six_moves_urllib with an argument, string "".moves.urllib"" appended to __name__,","sys . modules [ __name__ + "".moves.urllib"" ] = Module_six_moves_urllib ( __name__ + "".moves.urllib"" )"
"substitute it for value under the string "".moves.urllib"" appended to __name__ key of the sys.modules dictionary. define the function add_move with an argument move.",def add_move ( move ) :
set move.name attribute of the _MovedItems to move.,"setattr ( _MovedItems , move . name , move )"
define the function remove_move with an argument name.,def remove_move ( name ) :
"try,",try :
delete name attribute of the _MovedItems object.,"delattr ( _MovedItems , name )"
"if AttributeError exception is caught,",except AttributeError :
"try,",try :
delete entry under the name key of the moves.__dict__ dictionary.,del moves . __dict__ [ name ]
"if NameError exception is caught,",except KeyError :
"raise an AttributeError with an argument string ""no such move, %r"", formated with a tuple with an element name.","raise AttributeError ( ""no such move, %r"" % ( name , ) )"
"if PY3 is true,",if PY3 :
"_meth_func is a string ""__func__"".","_meth_func = ""__func__"""
"_meth_self is a string ""__self__"".","_meth_self = ""__self__"""
"_func_closure is a string ""__closure__"".","_func_closure = ""__closure__"""
"_func_code is a string ""__code__"".","_func_code = ""__code__"""
"_func_defaults is a string ""__defaults__"".","_func_defaults = ""__defaults__"""
"_func_globals is a string ""__globals__"".","_func_globals = ""__globals__"""
"_iterkeys is a string ""keys"".","_iterkeys = ""keys"""
"_itervalues is a string ""values"".","_itervalues = ""values"""
"_iteritems is a string ""items"".","_iteritems = ""items"""
"_iterlists is a string ""lists"".","_iterlists = ""lists"""
"if not,",else :
"_meth_func is a string ""im_func"".","_meth_func = ""im_func"""
"_meth_self is a string ""im_self"".","_meth_self = ""im_self"""
"_func_closure is a string ""func_closure"".","_func_closure = ""func_closure"""
"_func_code is a string ""func_code"".","_func_code = ""func_code"""
"_func_defaults is a string ""func_defaults"".","_func_defaults = ""func_defaults"""
"_func_globals is a string ""func_globals"".","_func_globals = ""func_globals"""
"_iterkeys is a string ""iterkeys"".","_iterkeys = ""iterkeys"""
"_iterkeys is a string ""iterkeys"".","_itervalues = ""itervalues"""
"_iteritems is a string ""iteritems"".","_iteritems = ""iteritems"""
"_iterlists is a string ""iterlists"".","_iterlists = ""iterlists"""
"try,",try :
substitute next for advance_iterator.,advance_iterator = next
"if NameError exception is caught,",except NameError :
define the function advance_iterator with an argument it.,def advance_iterator ( it ) :
return next element of the iterable it.,return it . next ( )
substitute klass.__dict__ for next.,next = advance_iterator
"try,",try :
substitute callable for callable.,callable = callable
"if NameError exception is caught,",except NameError :
define the function callable with an argument obj.,def callable ( obj ) :
"if ""__call__"" is contained in klass.__dict__ for any klass in __mro__ field of the obj class, return boolean True, otherwise return False.","return any ( ""__call__"" in klass . __dict__ for klass in type ( obj ) . __mro__ )"
"if PY3 is true,",if PY3 :
define the function get_unbound_function with an argument unbound.,def get_unbound_function ( unbound ) :
return unbound.,return unbound
substitute Iterator for create_bound_method.,create_bound_method = types . MethodType
substitute object for Iterator.,Iterator = object
"if not,",else :
define the function get_unbound_function with an argument unbound.,def get_unbound_function ( unbound ) :
return unbound.im_func.,return unbound . im_func
define the function create_bound_function with 2 arguments: func and obj.,"def create_bound_method ( func , obj ) :"
"call the method types.MethodType with 3 arguments: func, obj and obj.__class__, return the result.","return types . MethodType ( func , obj , obj . __class__ )"
derive the class Iterator from the base class object.,class Iterator ( object ) :
define the method next with an argument self.,def next ( self ) :
"call the function type with an argument self, on the result call the method __next__ with an argument self, return the result.",return type ( self ) . __next__ ( self )
substitute callable for callable.,callable = callable
"call the function _add_doc with 2 arguments: get_unbound_function and string """"""Get the function out of a possibly unbound function"""""".","_add_doc ( get_unbound_function , """"""Get the function out of a possibly unbound function"""""" )"
"call the method operator.attrgetter with an argument _meth_func, substitute the result for get_method_function.",get_method_function = operator . attrgetter ( _meth_func )
"call the method operator.attrgetter with an argument _meth_self, substitute the result for get_method_self.",get_method_self = operator . attrgetter ( _meth_self )
"call the method operator.attrgetter with an argument _func_closure, substitute the result for get_method_closure.",get_function_closure = operator . attrgetter ( _func_closure )
"call the method operator.attrgetter with an argument _func_code, substitute the result for get_method_code.",get_function_code = operator . attrgetter ( _func_code )
"call the method operator.attrgetter with an argument _func_defaults, substitute the result for get_method_defaults.",get_function_defaults = operator . attrgetter ( _func_defaults )
"call the method operator.attrgetter with an argument _func_globals, substitute the result for get_method_globals.",get_function_globals = operator . attrgetter ( _func_globals )
define the function iterkeys with 2 arguments: d and unpacked dictionary kw.,"def iterkeys ( d , ** kw ) :"
"get _iterkeys attribute of the class d, call the result with an argument unpacked dictionary kw, convert the result to a iterable,","return iter ( getattr ( d , _iterkeys ) ( ** kw ) )"
return it. define the function itervalues with 2 arguments: d and unpacked dictionary kw.,"def itervalues ( d , ** kw ) :"
"get _itervalues attribute of the class d, call the result with an argument unpacked dictionary kw, convert the result to a iterable,","return iter ( getattr ( d , _itervalues ) ( ** kw ) )"
return it. define the function iteritems with 2 arguments: d and unpacked dictionary kw.,"def iteritems ( d , ** kw ) :"
"get _iteritems attribute of the class d, call the result with an argument unpacked dictionary kw, convert the result to a iterable,","return iter ( getattr ( d , _iteritems ) ( ** kw ) )"
return it. define the function iterlists with 2 arguments: d and unpacked dictionary kw.,"def iterlists ( d , ** kw ) :"
"get _iterlists attribute of the class d, call the result with an argument unpacked dictionary kw, convert the result to a iterable,","return iter ( getattr ( d , _iterlists ) ( ** kw ) )"
"return it. if PY3 is true,",if PY3 :
define the function b with an argument s.,def b ( s ) :
"call the method e.encode with an argument string ""latin-1"".","return s . encode ( ""latin-1"" )"
define the function u with an argument s.,def u ( s ) :
return s.,return s
substitute chr for unichr.,unichr = chr
"if second element of sys.version_info is smaller than or equal to integer 1,",if sys . version_info [ 1 ] <= 1 :
define the function int2byte with an argument i.,def int2byte ( i ) :
"call the function bytes with an argument tuple with an element i, return the result.","return bytes ( ( i , ) )"
"if not,",else :
"call the method operator.methodcaller with 3 arguments: string 'to_bytes', integer 1 and string 'big', substitute the result for int2byte.","int2byte = operator . methodcaller ( ""to_bytes"" , 1 , ""big"" )"
"call te method operator.itemgetter with an argument integer 0, substitute the result for byte2int.",byte2int = operator . itemgetter ( 0 )
substitute operator.getitem for indexbytes.,indexbytes = operator . getitem
substitute iter for iterbytes.,iterbytes = iter
import io.,import io
substitute io.StringIO for StringIO.,StringIO = io . StringIO
substitute io.BytesIO for BytesIO.,BytesIO = io . BytesIO
"if not,",else :
define the function b with an argument s.,def b ( s ) :
return s.,return s
define the function u with an argument s.,def u ( s ) :
"replace every occurrence of raw string '\\' in s with a raw string '\\\\', use the result and string ""unicode_escape"",","return unicode ( s . replace ( r'\\' , r'\\\\' ) , ""unicode_escape"" )"
"as arguments for the call to the unicode function, return the result. substitute unichr for unichr.",unichr = unichr
substitute chr for int2byte.,int2byte = chr
define the function byte2int with an argument bs.,def byte2int ( bs ) :
"get the integer representation of the first element of bs, return it.",return ord ( bs [ 0 ] )
define the function indexbytes with 2 arguments buf and i.,"def indexbytes ( buf , i ) :"
"get the integer representation of the i-th element of buf, return it.",return ord ( buf [ i ] )
define the function iterbytes with an argument buf.,def iterbytes ( buf ) :
"convert byte to its integer representation, return all of the results for every byte in buf.",return ( ord ( byte ) for byte in buf )
import StringIO.,import StringIO
assign StringIO.StringIO to StringIO and BytesIO.,StringIO = BytesIO = StringIO . StringIO
"call the function _add_doc with 2 arguments: b and string """"""Byte literal"""""".","_add_doc ( b , """"""Byte literal"""""" )"
"call the function _add_doc with 2 arguments: u and string """"""Text literal"""""".","_add_doc ( u , """"""Text literal"""""" )"
"if PY3 is true,",if PY3 :
"get 'exec' attribute from the moves.builtins object, substitute it for exec_.","exec_ = getattr ( moves . builtins , ""exec"" )"
"define the function reraise with 3 arguments: tp, value and tb set to None.","def reraise ( tp , value , tb = None ) :"
"if value.__traceback__ is not tb,",if value . __traceback__ is not tb :
raise an value.with_traceback exception with an argument tb.,raise value . with_traceback ( tb )
raise an exception value.,raise value
"if not,",else :
"define the function exec with 3 arguments: _code_, _globs_ set to None and _locs_ set to None.","def exec_ ( _code_ , _globs_ = None , _locs_ = None ) :"
"if _globs_ is None,",if _globs_ is None :
"call the method sys._getframe with an argument 1, substitute the result for frame.",frame = sys . _getframe ( 1 )
substitute frame.f_globals for _globs_.,_globs_ = frame . f_globals
"if _locs_ is None,",if _locs_ is None :
substitute if _locs_ is None for _locs_.,_locs_ = frame . f_locals
delete frame.,del frame
"otherwise if _locs_ is None,",elif _locs_ is None :
substitute _globs_ with an argument _locs_.,_locs_ = _globs_
"execute code statement """"""exec _code_ in _globs_, _locs_"""""".","exec ( """"""exec _code_ in _globs_, _locs_"""""" )"
"call the function exec_ with an argument string """"""def reraise(tp, value, tb=None): raise tp, value, tb"""""".","exec_ ( """"""def reraise(tp, value, tb=None): raise tp, value, tb """""" )"
"get attribute 'print' from the moves.builtins object, if it exists substitute it for print_, if not print_ is None.","print_ = getattr ( moves . builtins , ""print"" , None )"
"if print_ is None,",if print_ is None :
define the function print_ with 2 arguments: unpacked list args and unpacked dictionary kwargs.,"def print_ ( * args , ** kwargs ) :"
"remover 'file' key from the kwargs dictionary, if it exists substitute it for fp, if not substitute sys.stdout for fp.","fp = kwargs . pop ( ""file"" , sys . stdout )"
"if fp is None,",if fp is None :
return nothing.,return
define the function write with an argument data.,def write ( data ) :
"if data is not an instance of basestring,","if not isinstance ( data , basestring ) :"
"convert data to string, substitute it for data.",data = str ( data )
"if fp is an instance of file and data is an instance of unicode and fp.encoding is not None,","if ( isinstance ( fp , file ) and isinstance ( data , unicode ) and fp . encoding is not None ) :"
"get 'errors' attribute from fp object, substitute it for errors if it exists, if not errors is None.","errors = getattr ( fp , ""errors"" , None )"
"if errors is None,",if errors is None :
"errors is a string ""strict"".","errors = ""strict"""
"call the method data.encode with 2 arguments: fp.encoding and errors, substitute the result for data.","data = data . encode ( fp . encoding , errors )"
write data to fp.,fp . write ( data )
want_unicode is boolean False.,want_unicode = False
"remove 'sep' key from the kwargs dictionary, if it exists substitute it for sep, if not sep is None.","sep = kwargs . pop ( ""sep"" , None )"
"if sep is not None,",if sep is not None :
"if sep is an instance of unicode,","if isinstance ( sep , unicode ) :"
want_unicode is boolean True.,want_unicode = True
"otherwise if sep is not an instance of string type,","elif not isinstance ( sep , str ) :"
"raise an TypeError exception with an argument string ""sep must be None or a string"".","raise TypeError ( ""sep must be None or a string"" )"
"remove 'end' key from the kwargs dictionary, if it exists substitute it for end, if not end is None.","end = kwargs . pop ( ""end"" , None )"
"if end is not None,",if end is not None :
"if end is an instance of unicode,","if isinstance ( end , unicode ) :"
want_unicode is boolean True.,want_unicode = True
"otherwise if end is not an instance of string type,","elif not isinstance ( end , str ) :"
"raise an TypeError exception with an argument string ""end must be None or a string"".","raise TypeError ( ""end must be None or a string"" )"
"if kwargs is true,",if kwargs :
"raise an TypeError exception with an argument string ""invalid keyword arguments to print()"".","raise TypeError ( ""invalid keyword arguments to print()"" )"
"if want_unicode is false,",if not want_unicode :
"for every arg in args,",for arg in args :
"if arg is an instance of unicode,","if isinstance ( arg , unicode ) :"
want_unicode is boolean True.,want_unicode = True
break from the loop execution.,break
"if want_unicode is true,",if want_unicode :
convert newline character to unicode and substitute the result for newline.,"newline = unicode ( ""\n"" )"
convert whitespace character to unicode and substitute the result for space.,"space = unicode ( "" "" )"
"if not,",else :
substitute newline character for newline.,"newline = ""\n"""
"substitute string "" "" for space.","space = "" """
"if sep is None,",if sep is None :
substitute space for sep.,sep = space
if end is None,if end is None :
substitute space for end.,end = newline
"for every i and arg in enumerated iterable args,","for i , arg in enumerate ( args ) :"
"if i is true,",if i :
call the function write with an argument sep.,write ( sep )
call the function write with an argument arg.,write ( arg )
call the function write with an argument end.,write ( end )
"call the function _add_doc with 2 arguments: reraise and string """"""Reraise an exception."""""".","_add_doc ( reraise , """"""Reraise an exception."""""" )"
define the function with_metaclass with 2 arguments meta and unpacked list bases.,"def with_metaclass ( meta , * bases ) :"
derive the class metaclass form the meta base class.,class metaclass ( meta ) :
substitute type.__call__ for __call__.,__call__ = type . __call__
substitute type.__init__ for __init__.,__init__ = type . __init__
"define the method __new__ with 4 arguments: cls, name, this_bases and d.","def __new__ ( cls , name , this_bases , d ) :"
"if this_bases is None,",if this_bases is None :
"call the method type.__new__ with 4 arguments: cls, name, empty tuple and d, return the result.","return type . __new__ ( cls , name , ( ) , d )"
"call the function meta with 3 arguments: name, base and d.","return meta ( name , bases , d )"
"return an instance of metaclass class, created with 3 arguments: string 'temporary_class', None and an empty dictionary.","return metaclass ( 'temporary_class' , None , { } )"
define the function add_metaclass with an argument metaclass.,def add_metaclass ( metaclass ) :
define the function wrapper with an argument cls.,def wrapper ( cls ) :
call the method cls.__dict__.copy substitute the result for orig_vars.,orig_vars = cls . __dict__ . copy ( )
remove '__dict__' key from the orig_vars dictionary.,"orig_vars . pop ( '__dict__' , None )"
remove '__weakref__' key from the orig_vars dictionary.,"orig_vars . pop ( '__weakref__' , None )"
"get the value under the '__slots__' key of the orig_vars dictionary, substitute it for slots.",slots = orig_vars . get ( '__slots__' )
"if slots is not None,",if slots is not None :
"if slots is an instance of str,","if isinstance ( slots , str ) :"
"slots is a list with an element, slots.",slots = [ slots ]
"for every slots_var in slots,",for slots_var in slots :
remove slots_var key from the orig_vars dictionary.,orig_vars . pop ( slots_var )
"return an instance of metaclass class, created with 3 arguments: cls.__name__, cls.__bases__ and orig_vars.","return metaclass ( cls . __name__ , cls . __bases__ , orig_vars )"
return wrapper.,return wrapper
"if PY3 is true,",if PY3 :
"_assertCountEqual is a strnig ""assertCountEqual"".","_assertCountEqual = ""assertCountEqual"""
"_assertRaisesRegex is a strnig ""assertRaisesRegex"".","_assertRaisesRegex = ""assertRaisesRegex"""
"_assertRegex is a strnig ""assertRegex"".","_assertRegex = ""assertRegex"""
substitute memoryview for memoryview.,memoryview = memoryview
"buffer_types is a tuple with 3 elements: bytes, bytearray and memoryview.","buffer_types = ( bytes , bytearray , memoryview )"
"if not,",else :
"_assertCountEqual is a strnig ""assertItemsEqual"".","_assertCountEqual = ""assertItemsEqual"""
"_assertRaisesRegex is a strnig ""assertRaisesRegexp"".","_assertRaisesRegex = ""assertRaisesRegexp"""
"_assertRegex is a strnig ""assertRegexpMatches"".","_assertRegex = ""assertRegexpMatches"""
"if sys.platform starts with a string 'java',",if sys . platform . startswith ( 'java' ) :
substitute memoryview for memoryview.,memoryview = memoryview
"if not,",else :
substitute buffer for memoryview.,memoryview = buffer
buffer_types is a tuple with 2 elements bytearray and memoryview.,"buffer_types = ( bytearray , memoryview )"
"define the function assertCountEqual with 3 arguments: self, unpacked list args and unpacked dictionary kwargs.","def assertCountEqual ( self , * args , ** kwargs ) :"
"get _assertCountEqual attribute of the self object, call the result with 2 arguments: unpacked list args,","return getattr ( self , _assertCountEqual ) ( * args , ** kwargs )"
"and unpacked dictionary kwargs, return the result. define the function assertRaisesRegex with 3 arguments: self, unpacked list args and unpacked dictionary kwargs.","def assertRaisesRegex ( self , * args , ** kwargs ) :"
"get _assertRaisesRegex attribute of the self object, call the result with 2 arguments: unpacked list args,","return getattr ( self , _assertRaisesRegex ) ( * args , ** kwargs )"
"and unpacked dictionary kwargs, return the result. define the function assertRegex with 3 arguments: self, unpacked list args and unpacked dictionary kwargs.","def assertRegex ( self , * args , ** kwargs ) :"
"get _assertRegex attribute of the self object, call the result with 2 arguments: unpacked list args,","return getattr ( self , _assertRegex ) ( * args , ** kwargs )"
"and unpacked dictionary kwargs, return the result. call the function MovedModule with 2 arguments: strings ""_dummy_thread"" and ""dummy_thread"",","add_move ( MovedModule ( ""_dummy_thread"" , ""dummy_thread"" ) )"
"use the result as an argument for the call to the add_move function. call the function MovedModule with 2 arguments: strings ""_thread"" and ""thread"",","add_move ( MovedModule ( ""_thread"" , ""thread"" ) )"
import module contextlib.,import contextlib
"try,",try :
import threading.,import threading
except ImportError.,except ImportError :
import dummy_threading as threading.,import dummy_threading as threading
derive the class RWLock from the object base class.,class RWLock ( object ) :
define the method __init__ with an argument self.,def __init__ ( self ) :
"call the method threading.RLock, substitute the result for self.mutex.",self . mutex = threading . RLock ( )
"call the method threading.Semaphore with an argument integer 0, substitute the result for self.can_read.",self . can_read = threading . Semaphore ( 0 )
"call the method threading.Semaphore with an argument integer 0, substitute the result for self.can_write.",self . can_write = threading . Semaphore ( 0 )
self.active_readers is an integer 0.,self . active_readers = 0
self.active_writers is an integer 0.,self . active_writers = 0
self.waiting_readers is an integer 0.,self . waiting_readers = 0
self.waiting_writers is an integer 0.,self . waiting_writers = 0
define the method reader_enters with an argument self.,def reader_enters ( self ) :
"with self.mutex perform,",with self . mutex :
"if self.active_writers and self.waiting_writers both equal to integer 0,",if self . active_writers == 0 and self . waiting_writers == 0 :
increment self.active_readers by 1.,self . active_readers += 1
call the method self.can_read.release.,self . can_read . release ( )
"if not,",else :
increment self.waiting_readers by 1.,self . waiting_readers += 1
call the method self.can_read.acquire.,self . can_read . acquire ( )
define the method reader_leaves with an argument self.,def reader_leaves ( self ) :
"with self.mutex perform,",with self . mutex :
"decrement self.active_readers by integer 1,",self . active_readers -= 1
"if self.active_readers equals integer 0 and self.waiting_writers is not equal to integer 0,",if self . active_readers == 0 and self . waiting_writers != 0 :
increment self.active_writers by 1.,self . active_writers += 1
"decrement self.waiting_writers by integer 1,",self . waiting_writers -= 1
call the method self.can_write.release.,self . can_write . release ( )
"contextlib.contextmanager decorator,",@ contextlib . contextmanager
define the method reader with an argument self.,def reader ( self ) :
call the method self.reader_enters.,self . reader_enters ( )
"try,",try :
yield nothing.,yield
"finally perform,",finally :
call the method self.reader_leaves.,self . reader_leaves ( )
define the method writer_enters with an argument self.,def writer_enters ( self ) :
"with self.mutex perform,",with self . mutex :
"if self.active_writers equals integer 0 and self.waiting_writers equals integer 0 and self.active_readers equals integer 0,",if self . active_writers == 0 and self . waiting_writers == 0 and self . active_readers == 0 :
"increment self.active_writers by integer 1,",self . active_writers += 1
call the method self.can_write.release.,self . can_write . release ( )
"if not,",else :
"increment self.waiting_writers by integer 1,",self . waiting_writers += 1
call the method self.can_write.acquire.,self . can_write . acquire ( )
define the method writer_leaves with an argument self.,def writer_leaves ( self ) :
"with self.mutex perform,",with self . mutex :
"decrement self.active_writers by integer 1,",self . active_writers -= 1
"if self.waiting_writers is not equal to integer 0,",if self . waiting_writers != 0 :
"increment self.active_writers by integer 1,",self . active_writers += 1
